"id"	"row"	"col"	"parcellation_structure"	"parcellation_substructure"	"consensus_lca_16"	"consensus_kmodes_16"	"consensus_weighted_16"	"consensus_lca_20"	"consensus_kmodes_20"	"consensus_weighted_20"	"consensus_lca_24"	"consensus_kmodes_24"	"consensus_weighted_24"	"consensus_lca_28"	"consensus_kmodes_28"	"consensus_weighted_28"
"1017092617102310121"	"1017092617102310121"	7467.39197066238	-5377.65636645903	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101990502-1"	"1017092617101990502-1"	3790.15907214693	-5618.66566224082	"VPM"	"VPM"	2	2	0	4	8	2	19	18	0	19	7	3
"1017092617101520289"	"1017092617101520289"	4168.88721265833	-4510.65286939771	"LP"	"LP"	6	13	3	12	12	3	20	21	4	12	21	4
"1017092617102310601-1"	"1017092617102310601-1"	7320.37979244769	-5804.45828342129	"VPM"	"VPM"	7	12	0	4	8	2	19	4	3	27	3	3
"1017092617102020575-1"	"1017092617102020575-1"	4814.93580706935	-5547.0140190184	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	18
"1017092617101820356-1"	"1017092617101820356-1"	7099.41133879379	-4651.94253488151	"LP"	"LP"	13	15	12	17	11	7	24	5	6	24	16	7
"1017092617101520570-1"	"1017092617101520570-1"	4129.43996432683	-4694.96668236525	"LP"	"LP"	13	15	12	17	11	7	24	12	6	24	11	7
"1017092617102080033"	"1017092617102080033"	8024.31102189774	-4842.14039680043	"LGv"	"LGv"	7	12	0	3	1	9	11	22	22	27	5	10
"1017092617102320249-1"	"1017092617102320249-1"	7900.96377613736	-5403.02786024846	"VPL"	"VPL"	7	12	0	4	8	2	11	6	10	27	12	5
"1017092617102250020"	"1017092617102250020"	4559.4197727633	-5656.53220812033	"PO"	"PO"	10	8	2	5	13	0	14	17	1	8	24	1
"1017092617102540421"	"1017092617102540421"	6972.25161717541	-6302.45335300397	"TH-unassigned"	"TH-unassigned"	1	5	4	8	19	6	5	20	8	21	17	9
"1017092617101810169-1"	"1017092617101810169-1"	6506.33471869099	-4583.2966389853	"LP"	"LP"	6	13	3	12	12	3	20	21	4	12	21	4
"1017092617102260295"	"1017092617102260295"	4840.4290251408	-5860.45715695057	"PCN"	"PCN"	8	1	13	16	19	0	5	11	15	21	15	18
"1017092617101830471-1"	"1017092617101830471-1"	7326.18105170306	-4749.19556456465	"LP"	"LP"	13	15	12	17	11	7	24	5	6	24	16	5
"1017092617101990130-1"	"1017092617101990130-1"	3441.94009494638	-5374.04195255987	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101590847"	"1017092617101590847"	7241.54706652603	-4383.27767747051	"LP"	"LP"	13	15	12	17	11	7	24	5	6	24	11	7
"1017092617101830326-1"	"1017092617101830326-1"	7168.02609436571	-4627.71169315364	"LP"	"LP"	13	15	12	17	11	7	24	5	6	24	16	7
"1017092617101820497-1"	"1017092617101820497-1"	6666.27326550002	-4802.24531001485	"LP"	"LP"	13	15	2	17	11	7	24	5	6	24	11	7
"1017092617101520137"	"1017092617101520137"	3932.75294387104	-4468.96310996436	"LP"	"LP"	13	15	3	17	11	7	24	5	6	24	11	7
"1017092617102290257-1"	"1017092617102290257-1"	6690.82376415867	-5609.63015035461	"PO"	"PO"	10	8	2	5	17	0	14	17	1	8	24	1
"1017092617102060529"	"1017092617102060529"	6923.95266541025	-5327.37098993351	"PO"	"PO"	10	8	2	5	17	2	7	9	20	11	25	17
"1017092617101760536"	"1017092617101760536"	4026.45691062086	-5222.8563336236	"PO"	"PO"	10	8	2	5	17	0	14	19	1	10	10	1
"1017092617102060063"	"1017092617102060063"	6979.07680657459	-4913.52392480917	"PO"	"PO"	10	8	2	5	17	0	14	2	1	10	10	21
"1017092617101590892"	"1017092617101590892"	7155.48928869764	-4422.29179016186	"LP"	"LP"	13	15	12	17	11	7	24	5	6	24	11	7
"1017092617101840639"	"1017092617101840639"	7875.77719588276	-4687.97238404079	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102310104-1"	"1017092617102310104-1"	7395.47942398536	-5383.42094184353	"VPM"	"VPM"	2	2	0	18	4	1	19	6	0	19	7	0
"1017092617101840672"	"1017092617101840672"	8034.32811603644	-4754.81661023853	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101510122-1"	"1017092617101510122-1"	3523.56221688779	-4450.49810391685	"LGd"	"LGd-ip"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101840308-1"	"1017092617101840308-1"	7675.09286111631	-4491.94528963566	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101510147-1"	"1017092617101510147-1"	3520.45709623227	-4464.98172362159	"LGd"	"LGd-ip"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617201990649"	"1017092617201990649"	3631.23391675045	-5827.71876646927	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	27	5	3
"1017092617102730115"	"1017092617102730115"	4781.20831285547	-6749.92328654059	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	16	18	9	19
"1017092617102060442"	"1017092617102060442"	7084.69853365523	-5237.62130992668	"PO"	"PO"	2	2	0	18	4	1	18	18	0	19	7	24
"1017092617102300485-1"	"1017092617102300485-1"	6976.43662309351	-5768.50678182676	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617102300164-1"	"1017092617102300164-1"	6961.22395321136	-5489.67496465491	"VPM"	"VPM"	2	2	0	18	8	2	18	18	0	19	7	0
"1017092617102060066"	"1017092617102060066"	7021.48944123594	-4907.64132572976	"PO"	"PO"	10	8	2	5	13	0	14	2	1	8	24	1
"1017092617102060339"	"1017092617102060339"	6942.91112436275	-5174.10811766806	"PO"	"PO"	10	8	2	5	17	0	14	19	1	9	26	1
"1017092617102070418"	"1017092617102070418"	7274.73553590522	-5139.26286523266	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102050112"	"1017092617102050112"	6641.19717428563	-4984.69445041361	"Eth"	"Eth"	10	8	2	5	17	0	14	2	1	8	24	1
"1017092617101990128-1"	"1017092617101990128-1"	3705.58583900029	-5337.82022986035	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101740741"	"1017092617101740741"	3304.00155412048	-5285.96963054729	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102060245"	"1017092617102060245"	6938.12085601338	-5081.44116797119	"PO"	"PO"	10	8	2	5	17	0	14	17	1	8	24	1
"1017092617102060200"	"1017092617102060200"	6955.19502616024	-5044.32269319481	"PO"	"PO"	10	8	2	5	17	0	14	2	1	9	26	1
"1017092617102010383"	"1017092617102010383"	4469.69065796962	-5459.60675344939	"PO"	"PO"	10	8	2	5	13	0	14	13	1	7	24	1
"1017092617102290594-1"	"1017092617102290594-1"	6654.44874691309	-5924.67310311537	"VPM"	"VPM"	7	12	0	4	8	2	19	14	3	27	5	3
"1017092617102280258-1"	"1017092617102280258-1"	5856.23400966717	-5700.27830230974	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	18
"1017092617101820313-1"	"1017092617101820313-1"	6791.09193665619	-4636.27210256006	"LP"	"LP"	13	15	12	17	11	7	24	5	6	10	10	21
"1017092617102240308"	"1017092617102240308"	4284.06444454444	-5991.66007381368	"VPM"	"VPM"	7	12	0	4	8	2	19	4	3	27	3	3
"1017092617101750546"	"1017092617101750546"	3698.31910141111	-5206.78218222901	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101840160"	"1017092617101840160"	7712.65839938996	-4401.35913978595	"LGd"	"LGd-ip"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101530584-1"	"1017092617101530584-1"	4412.16655485564	-4491.95265380287	"LP"	"LP"	6	13	3	12	12	3	20	21	4	12	21	4
"1017092617101280801"	"1017092617101280801"	3784.59950759975	-4377.77490431621	"LP"	"LP"	13	15	12	17	11	7	24	5	6	24	16	7
"1017092617101520222"	"1017092617101520222"	4038.32409264058	-4490.16999404429	"LP"	"LP"	13	15	3	17	11	7	24	5	6	24	11	7
"1017092617101830245-1"	"1017092617101830245-1"	7549.99371599014	-4510.43093408213	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101590811"	"1017092617101590811"	7406.87421767053	-4331.1260462892	"LP"	"LP"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101510329"	"1017092617101510329"	3579.02984321017	-4549.20088127101	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101840685"	"1017092617101840685"	8128.90112537086	-4772.98662036703	"LGv"	"LGv"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101500480-1"	"1017092617101500480-1"	3266.05834471984	-4682.43134087139	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101500410-1"	"1017092617101500410-1"	3189.5111173961	-4678.19222340666	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101590867"	"1017092617101590867"	7517.13382853696	-4341.45196092132	"LGd"	"LGd-ip"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102230118"	"1017092617102230118"	3732.46320831651	-5876.64346068323	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617101840290-1"	"1017092617101840290-1"	7814.58708702614	-4451.68872932716	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101760411"	"1017092617101760411"	4003.93525774268	-5111.15192634026	"PO"	"PO"	10	8	2	5	17	0	14	17	1	8	24	1
"1017092617102000281-1"	"1017092617102000281-1"	4046.15725214642	-5448.98641003653	"PO"	"PO"	7	8	2	4	17	2	7	14	20	10	23	21
"1017092617102010277-1"	"1017092617102010277-1"	4469.3773603822	-5380.73680066599	"PO"	"PO"	10	8	2	5	13	0	14	2	1	10	10	1
"1017092617102240293"	"1017092617102240293"	4386.24416180782	-5976.93645036436	"VPM"	"VPM"	10	8	2	4	8	2	7	19	20	8	23	21
"1017092617102010397-1"	"1017092617102010397-1"	4373.97750825938	-5484.077178068	"PO"	"PO"	10	8	2	5	13	0	14	13	1	7	24	1
"1017092617101760469"	"1017092617101760469"	3822.05154972851	-5190.54343373942	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102010082-1"	"1017092617102010082-1"	4331.03519968886	-5241.53529873903	"PO"	"PO"	10	8	2	5	13	0	14	2	1	7	24	1
"1017092617102550075"	"1017092617102550075"	7604.80996057989	-5912.43713988263	"VPL"	"VPL"	7	12	0	4	8	2	11	4	3	27	3	3
"1017092617102300206-1"	"1017092617102300206-1"	7196.00194428239	-5496.68349809189	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617102060384"	"1017092617102060384"	7073.06648698326	-5204.81117293124	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102050119"	"1017092617102050119"	6555.7705081187	-4989.83871367945	"Eth"	"Eth"	10	8	2	5	13	0	14	13	1	10	10	1
"1017092617101510468-1"	"1017092617101510468-1"	3574.13863299975	-4627.660950145	"LGd"	"LGd-co"	4	4	5	3	20	5	10	5	5	20	12	5
"1017092617101760451"	"1017092617101760451"	3983.5908212684	-5148.16688339614	"PO"	"PO"	10	8	2	5	17	0	14	2	1	8	24	1
"1017092617101750429"	"1017092617101750429"	3702.50357723005	-5116.04816534129	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102250170"	"1017092617102250170"	4472.7574015195	-5822.17545530693	"PO"	"PO"	10	8	2	5	17	0	7	19	20	27	23	3
"1017092617102000338"	"1017092617102000338"	4137.82753010975	-5485.97940230123	"PO"	"PO"	10	8	2	5	17	0	14	17	1	8	24	1
"1017092617102000428-1"	"1017092617102000428-1"	3930.19131421096	-5594.49936646358	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102310573"	"1017092617102310573"	7359.84485754767	-5768.36964602207	"VPM"	"VPM"	7	12	0	4	8	2	19	14	3	27	3	3
"1017092617102290235"	"1017092617102290235"	6607.29841038456	-5601.41378070936	"PO"	"PO"	10	8	2	5	17	0	14	17	1	8	24	1
"1017092617102250154"	"1017092617102250154"	4405.01692644553	-5818.03728229752	"PO"	"PO"	7	12	2	4	8	2	7	19	20	27	23	3
"1017092617102270199-1"	"1017092617102270199-1"	5749.55436083092	-5662.50818636262	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	18
"1017092617102290236-1"	"1017092617102290236-1"	6409.63844236361	-5627.02475230967	"PO"	"PO"	10	8	2	5	13	0	14	2	1	10	10	1
"1017092617102070108"	"1017092617102070108"	7523.46758787609	-4818.44803042637	"LP"	"LP"	7	2	0	18	4	1	18	18	0	19	28	0
"1017092617102540243"	"1017092617102540243"	6936.19224367353	-6116.66871280108	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	11	25	17
"1017092617102540295"	"1017092617102540295"	6862.27939319891	-6155.05109593578	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617101830351-1"	"1017092617101830351-1"	7372.26795064136	-4620.9492015543	"LP"	"LP"	4	4	5	3	20	5	10	1	5	20	16	7
"1017092617101760173-1"	"1017092617101760173-1"	3786.31978624855	-4902.36065543083	"PO"	"PO"	13	15	2	17	11	7	7	12	6	9	26	17
"1017092617102060089"	"1017092617102060089"	6822.14365589022	-4954.29318116908	"PO"	"PO"	10	8	2	5	13	0	14	17	1	7	24	1
"1017092617102320466-1"	"1017092617102320466-1"	7827.92912352172	-5581.87781932075	"VPL"	"VPL"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617102310113-1"	"1017092617102310113-1"	7725.24800052569	-5331.37902965247	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	26	28	0
"1017092617101760491"	"1017092617101760491"	3980.05457916671	-5189.60209170902	"PO"	"PO"	10	8	2	5	17	0	14	17	1	8	24	1
"1017092617101820285-1"	"1017092617101820285-1"	6742.68480346487	-4629.82099473488	"LP"	"LP"	13	13	3	17	15	7	24	12	6	24	11	7
"1017092617102240291"	"1017092617102240291"	4339.84292541886	-5971.61109226224	"VPM"	"VPM"	7	12	2	4	8	2	19	14	3	11	23	21
"1017092617102070735"	"1017092617102070735"	7504.66638911636	-5324.07719022262	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102310562"	"1017092617102310562"	7644.36954277606	-5758.93274613302	"VPL"	"VPL"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617102070451"	"1017092617102070451"	7617.51570509927	-5104.95496318757	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102240270"	"1017092617102240270"	4304.64991260747	-5946.70267530998	"VPM"	"VPM"	7	12	0	4	8	2	19	14	3	27	23	3
"1017092617101830175"	"1017092617101830175"	7386.72672736749	-4471.37748872722	"LP"	"LP"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102310459-1"	"1017092617102310459-1"	7696.74441775596	-5663.87333660317	"VPL"	"VPL"	7	12	0	4	8	2	19	6	3	27	5	3
"1017092617102070464"	"1017092617102070464"	7259.51878003555	-5174.99221780967	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102300248"	"1017092617102300248"	7166.67317788865	-5537.32268258801	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	11	25	17
"1017092617102060499"	"1017092617102060499"	7067.64444067344	-5277.11227016648	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102240185"	"1017092617102240185"	3964.79612075952	-5908.94135326461	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	19	3	3
"1017092617101980169-1"	"1017092617101980169-1"	3157.58927914568	-5409.93734896181	"VPM"	"VPM"	7	12	0	4	8	2	11	6	10	27	5	26
"1017092617102310396"	"1017092617102310396"	7553.88487425191	-5604.49475970922	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617102060404"	"1017092617102060404"	7049.48872888893	-5219.91686971002	"PO"	"PO"	2	2	0	18	4	1	18	18	0	19	7	0
"1017092617101770288-1"	"1017092617101770288-1"	4441.87451308582	-4869.13923856058	"LP"	"LP"	6	13	3	12	12	3	20	16	4	12	14	4
"1017092617101520084"	"1017092617101520084"	3950.18941312206	-4443.44317329392	"LP"	"LP"	13	15	12	17	11	7	24	5	6	24	11	7
"1017092617101750618"	"1017092617101750618"	3477.98411728775	-5279.61818278416	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102540261"	"1017092617102540261"	6942.6418513168	-6135.72151421797	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617102240307"	"1017092617102240307"	4252.45222550539	-6003.61991974319	"VPM"	"VPM"	7	12	0	4	8	2	19	4	3	27	3	3
"1017092617102240285"	"1017092617102240285"	4145.72793350265	-5999.65625703652	"VPM"	"VPM"	7	12	0	4	8	2	19	4	3	27	3	3
"1017092617102310491-1"	"1017092617102310491-1"	7550.85192842457	-5681.8078122241	"VPL"	"VPL"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617101820634"	"1017092617101820634"	6981.09011619074	-4861.57311106133	"PO"	"PO"	10	8	2	5	13	0	7	17	1	8	4	1
"1017092617102040474"	"1017092617102040474"	5931.4096418184	-5365.42742721875	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	2
"1017092617102290250-1"	"1017092617102290250-1"	6569.20562078412	-5613.36182646859	"PO"	"PO"	10	8	2	5	17	0	14	2	1	8	24	1
"1017092617102010567-1"	"1017092617102010567-1"	4450.07440033255	-5633.14555720104	"PO"	"PO"	10	8	2	5	13	0	14	2	1	8	24	1
"1017092617102530348"	"1017092617102530348"	6450.73849924966	-6251.47252385203	"VM"	"VM"	1	11	4	8	14	6	5	20	8	15	17	9
"1017092617101500414-1"	"1017092617101500414-1"	3152.65819839943	-4696.8330794869	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101840673"	"1017092617101840673"	8120.31286150256	-4761.15373814186	"LGv"	"LGv"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101500224-1"	"1017092617101500224-1"	3163.3119033302	-4569.63061018692	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101840664"	"1017092617101840664"	7977.69652755525	-4737.48705508309	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102060568"	"1017092617102060568"	6809.72931363682	-5363.83049206132	"PO"	"PO"	10	8	2	5	17	0	7	19	20	8	23	1
"1017092617102730135"	"1017092617102730135"	4744.49947890621	-6761.40894003206	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	16	18	9	19
"1017092617102300221-1"	"1017092617102300221-1"	7030.47844984106	-5527.93694797473	"VPM"	"VPM"	2	2	0	4	8	2	18	18	0	19	7	0
"1017092617102000380-1"	"1017092617102000380-1"	4086.47413414573	-5533.37421248209	"PO"	"PO"	10	8	2	5	17	0	7	19	20	27	23	21
"1017092617102070277"	"1017092617102070277"	7282.88404879512	-5028.55728382813	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102300165-1"	"1017092617102300165-1"	7104.18120259677	-5469.79768223402	"VPM"	"VPM"	2	12	0	4	8	2	19	6	3	19	7	0
"1017092617102060440"	"1017092617102060440"	7023.03592758081	-5243.68303705487	"PO"	"PO"	2	2	0	18	4	1	19	18	0	26	7	17
"1017092617102060417"	"1017092617102060417"	7138.58072033125	-5212.87146312569	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102500646"	"1017092617102500646"	5352.49935022362	-6667.33633684825	"RE"	"RE"	5	5	4	20	2	15	9	11	17	17	22	25
"1017092617102240487"	"1017092617102240487"	4062.87855329018	-6214.99148562523	"VPM"	"VPM"	1	11	4	8	14	6	5	20	8	21	15	27
"1017092617102000152-1"	"1017092617102000152-1"	3856.11458015598	-5369.74645803779	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	19	28	0
"1017092617102000081-1"	"1017092617102000081-1"	4207.56475781583	-5263.40127215807	"PO"	"PO"	10	8	2	5	13	0	14	13	1	7	24	1
"1017092617102300080-1"	"1017092617102300080-1"	6761.49280446437	-5444.11898782959	"PO"	"PO"	10	8	2	5	17	0	14	2	1	8	24	1
"1017092617102020598"	"1017092617102020598"	4813.64603941109	-5570.20058113535	"MD"	"MD"	8	1	1	2	3	4	3	7	2	4	18	18
"1017092617102010211"	"1017092617102010211"	4337.90583939357	-5342.00806560057	"PO"	"PO"	10	8	2	5	13	0	14	17	1	7	24	1
"1017092617102060564"	"1017092617102060564"	7145.06373437648	-5320.51047587282	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102240269"	"1017092617102240269"	3979.29925642177	-5986.44247411797	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617101990714"	"1017092617101990714"	3397.44810829198	-5923.73511872629	"VPL"	"VPL"	7	12	0	4	8	2	11	6	24	19	5	24
"1017092617101840367-1"	"1017092617101840367-1"	7820.90684921178	-4502.74622749201	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102300074-1"	"1017092617102300074-1"	7070.93679712094	-5395.94093524522	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102300404-1"	"1017092617102300404-1"	7099.18738073507	-5669.40227367095	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	19	25	3
"1017092617102260154-1"	"1017092617102260154-1"	5208.73639358904	-5682.9834952234	"MD"	"MD"	8	1	1	2	3	4	3	23	2	4	18	18
"1017092617102290075-1"	"1017092617102290075-1"	6632.66986066674	-5461.27253472146	"PO"	"PO"	10	8	2	5	17	0	14	17	1	8	24	1
"1017092617102290073"	"1017092617102290073"	6480.147506719	-5477.98989376177	"PO"	"PO"	10	8	2	5	13	0	14	2	1	7	24	1
"1017092617101810634"	"1017092617101810634"	6514.23707465965	-4934.92754639442	"LP"	"LP"	6	8	2	5	19	0	14	16	4	7	14	22
"1017092617101750411"	"1017092617101750411"	3463.78313019525	-5159.1099727329	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	26	28	0
"1017092617102300296-1"	"1017092617102300296-1"	7090.2120538666	-5581.50099272279	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	19	7	3
"1017092617101990287-1"	"1017092617101990287-1"	3712.52475361081	-5458.77251838956	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101750477"	"1017092617101750477"	3720.99584980479	-5146.03916919994	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101830395-1"	"1017092617101830395-1"	7245.849087458	-4694.29173765423	"LP"	"LP"	13	15	12	17	11	7	24	5	6	24	16	26
"1017092617101990365-1"	"1017092617101990365-1"	3756.57914890237	-5514.98362480474	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	26	25	0
"1017092617102060320"	"1017092617102060320"	7160.2402492778	-5123.17419152261	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102070107"	"1017092617102070107"	7403.11728970951	-4880.05915296934	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102060313"	"1017092617102060313"	7108.25045891111	-5120.2451985355	"PO"	"PO"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101770284-1"	"1017092617101770284-1"	4249.13014800913	-4888.26623217105	"PO"	"PO"	10	8	2	5	13	0	14	13	15	7	4	1
"1017092617102290052"	"1017092617102290052"	6433.92008394736	-5465.09875999936	"CL"	"CL"	10	8	2	5	13	0	14	13	1	7	24	1
"1017092617101830490-1"	"1017092617101830490-1"	7420.25705226002	-4737.07112730997	"LP"	"LP"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102230457"	"1017092617102230457"	3731.13460224984	-6220.95966300857	"VPL"	"VPL"	14	10	6	4	1	9	11	19	13	27	27	10
"1017092617102310095-1"	"1017092617102310095-1"	7296.27697695827	-5390.87967571371	"VPM"	"VPM"	2	2	0	4	4	2	19	9	3	26	25	17
"1017092617102550099"	"1017092617102550099"	7370.88391876755	-5923.38180648023	"VPL"	"VPL"	7	12	0	4	8	2	19	9	3	11	25	17
"1017092617101990382-1"	"1017092617101990382-1"	3823.87182804985	-5515.94076317884	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	26	25	17
"1017092617101740799"	"1017092617101740799"	3172.67730172823	-5334.00487205614	"VPM"	"VPM"	7	12	0	4	8	2	11	18	10	19	25	17
"1017092617102300273-1"	"1017092617102300273-1"	7158.59303517343	-5558.92544789874	"VPM"	"VPM"	7	12	0	4	8	2	19	6	3	27	3	3
"1017092617101510619"	"1017092617101510619"	3584.54792305184	-4773.2550282423	"LP"	"LP"	4	4	5	3	8	5	11	9	24	19	7	5
"1017092617101750564"	"1017092617101750564"	3523.91017738836	-5234.12195488816	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102000569-1"	"1017092617102000569-1"	3979.65002334708	-5679.40521070701	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	11	25	17
"1017092617101830206-1"	"1017092617101830206-1"	7390.74059712312	-4496.15596775558	"LP"	"LP"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617101810422-1"	"1017092617101810422-1"	6501.54871263775	-4780.23520828174	"LP"	"LP"	6	13	3	12	12	3	20	21	4	12	14	22
"1017092617102050521"	"1017092617102050521"	6629.68366197278	-5329.45541105935	"PO"	"PO"	10	8	2	5	13	0	14	2	1	7	24	1
"1017092617102000668-1"	"1017092617102000668-1"	3995.70209309546	-5759.57357313034	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	11	25	17
"1017092617101510325-1"	"1017092617101510325-1"	3354.54911310995	-4596.87767730629	"LGd"	"LGd-co"	4	4	5	3	20	5	10	1	5	20	12	5
"1017092617102060517"	"1017092617102060517"	7102.16990959865	-5297.97488384237	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617102550468"	"1017092617102550468"	7450.28823329642	-6193.50055234409	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102010062-1"	"1017092617102010062-1"	4423.47987847505	-5212.65490317581	"PO"	"PO"	10	8	2	5	13	0	14	13	1	7	24	1
"1017092617102290071-1"	"1017092617102290071-1"	6597.17870206808	-5466.02800549543	"PO"	"PO"	10	8	2	5	13	0	14	17	1	7	24	1
"1017092617101590754"	"1017092617101590754"	7132.56210641401	-4354.06757292089	"LP"	"LP"	13	15	12	17	11	7	24	5	6	24	11	7
"1017092617102010367-1"	"1017092617102010367-1"	4722.28958978578	-5427.31077663839	"MD"	"MD"	8	1	1	2	3	4	6	24	2	4	18	2
"1017092617102230144"	"1017092617102230144"	3796.3107438267	-5889.94805918464	"VPM"	"VPM"	7	12	0	4	8	2	19	9	3	11	25	17
"1017092617101590602"	"1017092617101590602"	7023.39358570265	-4311.83402916183	"LP"	"LP"	13	15	3	17	11	7	24	12	6	24	11	7
"1017092617101750531"	"1017092617101750531"	3326.80067353119	-5247.20740928488	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101740611"	"1017092617101740611"	3274.54747627712	-5227.94020196371	"VPM"	"VPM"	2	2	0	18	4	1	18	18	0	22	28	0
"1017092617101770719"	"1017092617101770719"	4405.82724009873	-5203.12741879413	"PO"	"PO"	10	8	2	5	13	0	14	13	1	9	26	1
